"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"72306013722","2019-09-01T00:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.20","62","67","0.00",,"-0.02","1","84","30.19","FEW:02 250","29.73","10.00","64","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11709/01/19 00:51:02 METAR KRDU 010551Z 00000KT 10SM FEW250 19/17 A3020 RMK AO2 SLP223 T01940167 10272 20194 51006 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T01:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62","67",,,"-0.02","1","84","30.19",,"29.74","9.94","64","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072306 32966 20000 10194 20167 30070 40223 51006 90551 333 10306 20194 555 90106=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T01:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.20","63","67","0.00",,,,"87","30.18","FEW:02 250","29.73","10.00","65","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09909/01/19 01:51:02 METAR KRDU 010651Z 00000KT 10SM FEW250 19/17 A3020 RMK AO2 SLP221 T01940172 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T02:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.19","63","65","0.00",,,,"93","30.17","FEW:02 250","29.72","10.00","64","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09909/01/19 02:51:02 METAR KRDU 010751Z 00000KT 10SM FEW250 18/17 A3019 RMK AO2 SLP218 T01830172 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T03:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","61","63","0.00",,"+0.02","7","93","30.17","FEW:02 250","29.71","10.00","62","040",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10509/01/19 03:51:02 METAR KRDU 010851Z 04003KT 10SM FEW250 17/16 A3018 RMK AO2 SLP216 T01720161 57006 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T04:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.19","62","64","0.00",,,,"93","30.17","FEW:02 250","29.72","10.00","63","060",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09909/01/19 04:51:02 METAR KRDU 010951Z 06004KT 10SM FEW250 18/17 A3019 RMK AO2 SLP218 T01780167 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T05:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.20","63","64","0.00",,,,"96","30.19","FEW:02 40 FEW:02 250","29.73","10.00","63","060",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10609/01/19 05:51:02 METAR KRDU 011051Z 06004KT 10SM FEW040 FEW250 18/17 A3020 RMK AO2 SLP222 T01780172 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T06:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","65","68","0.00",,"-0.02","3","90","30.19","FEW:02 250","29.74","10.00","66","070",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11609/01/19 06:51:02 METAR KRDU 011151Z 07007KT 10SM FEW250 20/18 A3021 RMK AO2 SLP225 T02000183 10200 20172 53008 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T07:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65","68",,,"-0.02","3","90","30.19",,"29.75","9.94","66","070",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072306 32966 20707 10200 20183 30073 40225 53008 91151 333 10317 20172 555 90112=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T07:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","67","72","0.00",,,,"84","30.19","FEW:02 250","29.74","10.00","69","070",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/01/19 07:51:02 METAR KRDU 011251Z 07008KT 10SM FEW250 22/19 A3021 RMK AO2 SLP225 T02220194 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T08:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","67","76","0.00",,,,"74","30.21","SCT:04 20 SCT:04 250","29.75","10.00","70","070",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10509/01/19 08:51:02 METAR KRDU 011351Z 07007KT 10SM SCT020 SCT250 24/19 A3022 RMK AO2 SLP229 T02440194 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T09:10:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.23","66","76",,,,,"72",,"BKN:07 24 BKN:07 250","29.76","10.00","70","100","17","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10109/01/19 09:10:02 SPECI KRDU 011410Z 10011G15KT 10SM BKN024 BKN250 24/19 A3023 RMK AO2 T02440189 (RP)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T09:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.23","66","78","0.00",,"-0.02","3","67","30.22","BKN:07 27 BKN:07 250","29.76","10.00","70","VRB",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11109/01/19 09:51:02 METAR KRDU 011451Z 06007KT 10SM BKN027 BKN250 26/19 A3023 RMK AO2 SLP232 T02560189 53006 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T10:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","63","81","0.00",,,,"54","30.21","SCT:04 35 SCT:04 250","29.75","10.00","69","120",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10509/01/19 10:51:02 METAR KRDU 011551Z 12008KT 10SM SCT035 SCT250 27/17 A3022 RMK AO2 SLP230 T02720172 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T11:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","64","82","0.00",,,,"55","30.19","SCT:04 42 SCT:04 250","29.74","10.00","70","080",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10509/01/19 11:51:02 METAR KRDU 011651Z 08007KT 10SM SCT042 SCT250 28/18 A3021 RMK AO2 SLP225 T02780178 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T12:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.19","62","84","0.00",,"+0.04","8","48","30.18","BKN:07 45 BKN:07 250","29.72","10.00","70","080",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12309/01/19 12:51:02 METAR KRDU 011751Z 08008KT 10SM BKN045 BKN250 29/17 A3019 RMK AO2 SLP220 T02890167 10289 20200 58012 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T13:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62","84",,,"+0.04","8","48","30.18","41","29.73","9.94","70","080",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072306 32666 60808 10289 20167 30067 40220 58012 91751 333 10289 20200 555 90118=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T13:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.16","64","85","0.00",,,,"50","30.15","BKN:07 50 BKN:07 250","29.69","10.00","71","090",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10509/01/19 13:51:02 METAR KRDU 011851Z 09008KT 10SM BKN050 BKN250 29/18 A3016 RMK AO2 SLP209 T02940178 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T14:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.14","64","85","0.00",,,,"50","30.13","SCT:04 50 BKN:07 250","29.67","10.00","71","050",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10009/01/19 14:51:02 METAR KRDU 011951Z 05005KT 10SM SCT050 BKN250 29/18 A3014 RMK AO2 SLP203 T02940178","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T15:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.14","65","85","0.00",,"+0.06","6","51","30.12","SCT:04 55 BKN:07 250","29.67","10.00","72","060",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11109/01/19 15:51:02 METAR KRDU 012051Z 06009KT 10SM SCT055 BKN250 29/18 A3014 RMK AO2 SLP201 T02940183 56019 (HA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T16:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.14","66","85","0.00",,,,"53","30.12","SCT:04 50 BKN:07 250","29.67","10.00","72","060",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11909/01/19 16:51:02 METAR KRDU 012151Z 06009KT 10SM SCT050 BKN250 29/19 A3014 RMK AO2 SLP201 TCU DSNT E-SE T02940189 (HA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T17:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.14","66","82","0.00",,,,"58","30.12","SCT:04 50 BKN:07 65 BKN:07 250","29.67","10.00","71","070",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12609/01/19 17:51:02 METAR KRDU 012251Z 07007KT 10SM SCT050 BKN065 BKN250 28/19 A3014 RMK AO2 SLP201 TCU DSNT SE-S T02780189 (HA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T18:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.14","69","76","0.00",,"-0.00","3","79","30.13","SCT:04 50 SCT:04 90 BKN:07 250","29.67","10.00","71","160",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13709/01/19 18:51:02 METAR KRDU 012351Z 16006KT 10SM SCT050 SCT090 BKN250 24/21 A3014 RMK AO2 SLP203 VCSH E T02440206 10300 20244 53001 (HA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T19:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69","76",,,"-0.00","3","79","30.13","57","29.68","9.94","71","160",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072306 32766 61606 10244 20206 30050 40203 53001 92351 333 10300 20172 555 90200=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T19:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.14","69","75","0.00",,,,"82","30.13","SCT:04 39 BKN:07 120 BKN:07 250","29.67","10.00","71","090",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10709/01/19 19:51:01 METAR KRDU 020051Z 09007KT 10SM SCT039 BKN120 BKN250 24/21 A3014 RMK AO2 SLP202 T02390206","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T20:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","69","75","0.00",,,,"82","30.13","BKN:07 38 BKN:07 250","29.68","10.00","71","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10009/01/19 20:51:01 METAR KRDU 020151Z 00000KT 10SM BKN038 BKN250 24/21 A3015 RMK AO2 SLP204 T02390206","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T21:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.16","69","75","0.00",,"-0.02","3","82","30.14","SCT:04 42 BKN:07 250","29.69","10.00","71","120",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10609/01/19 21:51:01 METAR KRDU 020251Z 12003KT 10SM SCT042 BKN250 24/21 A3016 RMK AO2 SLP208 T02390206 53006","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T22:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","70","73","0.00",,,,"90","30.14","SCT:04 65 SCT:04 120","29.68","10.00","71","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10009/01/19 22:51:02 METAR KRDU 020351Z 00000KT 10SM SCT065 SCT120 23/21 A3015 RMK AO2 SLP205 T02280211","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T23:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.13","69","73","0.00",,,,"87","30.12","OVC:08 70","29.66","10.00","70","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10309/01/19 23:51:02 METAR KRDU 020451Z 00000KT 10SM OVC070 23/21 A3013 RMK AO2 SLP199 T02280206 403000172","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-01T23:59:00","SOD  ","6",,,,,,,,,,,,,,,"65","75","74","30.16","29.71","69","5.6","10","-1.5","0","86","63","100","19","0.00","0","0.0","080","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 8624 HR MIN TEMP (F): 63AVERAGE STATION PRESSURE:29.710 MINIMUM SEA LEVEL PRESSURE:30.12 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 19 PEAK WIND DIR (DEG):100 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 14FASTEST 2MIN DIR (DEG): 80 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 5.6 24 HR AVG TEMP (F): 75DEPART FROM NORMAL: -1  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 10 LATEST DAY MAX TEMP (0700-1900 LST):86  LATEST NIGHT MIN TEMP(1900-0800 LST):63 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0547","1843",,"2009-07-08"
"72306013722","2019-09-02T00:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","69","72","0.00",,"+0.04","8","91","30.11","FEW:02 70","29.65","10.00","70","090",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11609/02/19 00:51:02 METAR KRDU 020551Z 09003KT 10SM FEW070 22/21 A3012 RMK AO2 SLP195 T02220206 10244 20217 58013 (VD)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-02T01:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69","72",,,"+0.04","8","91","30.11","74","29.66","9.94","70","090",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072306 32866 20903 10222 20206 30043 40195 58013 90551 333 10244 20172 555 90206=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-02T01:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","69","71","0.00",,,,"94","30.09","FEW:02 70 SCT:04 120","29.63","9.00","70","050",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10409/02/19 01:51:02 METAR KRDU 020651Z 05003KT 9SM FEW070 SCT120 22/21 A3010 RMK AO2 SLP188 T02170206 (VD)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-02T02:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","69","71","0.00",,,,"94","30.07","BKN:07 150","29.62","10.00","70","040",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/02/19 02:51:02 METAR KRDU 020751Z 04003KT 10SM BKN150 22/21 A3009 RMK AO2 SLP184 T02170206 (VD)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-02T03:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","69","70","0.00",,"+0.02","5","97","30.08","BKN:07 150","29.63","9.00","69","040",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10309/02/19 03:51:02 METAR KRDU 020851Z 04003KT 9SM BKN150 21/21 A3010 RMK AO2 SLP187 T02110206 55008 (VD)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-02T04:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","69","70","0.00",,,,"97","30.09","BKN:07 65","29.63","10.00","69","010",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/02/19 04:51:02 METAR KRDU 020951Z 01004KT 10SM BKN065 21/21 A3010 RMK AO2 SLP189 T02110206 (VD)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-02T05:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","69","70","0.00",,,,"97","30.09","BKN:07 60 BKN:07 90","29.64","10.00","69","020",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10509/02/19 05:51:02 METAR KRDU 021051Z 02003KT 10SM BKN060 BKN090 21/21 A3011 RMK AO2 SLP190 T02110206 (VD)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-02T06:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","69","72","0.00",,"-0.01","3","91","30.10","FEW:02 8 SCT:04 38 SCT:04 60","29.64","10.00","70","020",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13109/02/19 06:51:02 METAR KRDU 021151Z 02004KT 10SM FEW008 SCT038 SCT060 22/21 A3011 RMK AO2 SLP192 T02220206 10222 20211 53005 (KAH)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-02T07:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69","72",,,"-0.01","3","91","30.10","8","29.65","9.94","70","020",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072306 32366 40204 10222 20206 30040 40192 53005 91151 333 10300 20211 555 90212=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-02T07:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","70","76","0.00",,,,"82","30.10","FEW:02 38 SCT:04 60 SCT:04 250","29.64","10.00","72","030",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11309/02/19 07:51:02 METAR KRDU 021251Z 03004KT 10SM FEW038 SCT060 SCT250 24/21 A3011 RMK AO2 SLP193 T02440211 (KAH)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-02T08:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","70","79","0.00",,,,"74","30.09","FEW:02 20 FEW:02 40 SCT:04 60","29.64","10.00","73","070",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11309/02/19 08:51:02 METAR KRDU 021351Z 07004KT 10SM FEW020 FEW040 SCT060 26/21 A3011 RMK AO2 SLP190 T02610211 (KAH)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-02T09:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","70","82","0.00",,"+0.01","8","67","30.08","BKN:07 25 BKN:07 60 BKN:07 250","29.63","10.00","74","060",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11909/02/19 09:51:02 METAR KRDU 021451Z 06006KT 10SM BKN025 BKN060 BKN250 28/21 A3010 RMK AO2 SLP187 T02780211 58004 (KAH)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-02T10:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","69","82","0.00",,,,"65","30.08","SCT:04 30 BKN:07 55 BKN:07 250","29.62","10.00","73","050",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12609/02/19 10:51:02 METAR KRDU 021551Z 05006KT 10SM SCT030TCU BKN055 BKN250 28/21 A3009 RMK AO2 SLP186 TCU ALQDS T02780206 (KAH)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-02T11:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.07","68","85","0.00",,,,"57","30.05","SCT:04 35 SCT:04 70","29.60","10.00","74","050",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11909/02/19 11:51:02 METAR KRDU 021651Z 05004KT 10SM SCT035TCU SCT070 29/20 A3007 RMK AO2 SLP176 TCU ALQDS T02940200 (KAH)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
