"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"72306013722","2019-09-14T16:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.19","67","82","0.00",,,,"60","30.17","BKN:07 45","29.72","10.00","72","100",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/14/19 16:51:02 METAR KRDU 142151Z 10005KT 10SM BKN045 28/19 A3019 RMK AO2 SLP218 T02780194 (HA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-14T17:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.19","67","80","0.00",,,,"64","30.18","BKN:07 45","29.72","10.00","71","150",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/14/19 17:51:02 METAR KRDU 142251Z 15003KT 10SM BKN045 27/19 A3019 RMK AO2 SLP219 T02670194 (HA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-14T18:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.19","68","76","0.00",,"+0.01","5","77","30.18","SCT:04 45 BKN:07 250","29.72","10.00","71","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12309/14/19 18:51:02 METAR KRDU 142351Z 00000KT 10SM SCT045 BKN250 24/20 A3019 RMK AO2 SLP220 T02440200 10283 20244 55002 (HA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-14T19:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68","76",,,"+0.01","5","77","30.18","41","29.73","9.94","71","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072306 32666 60000 10244 20200 30067 40220 55002 92351 333 10283 20206 555 91500=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-14T19:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.19","69","75","0.00",,,,"82","30.17","SCT:04 45 BKN:07 250","29.72","10.00","71","110",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10009/14/19 19:51:01 METAR KRDU 150051Z 11003KT 10SM SCT045 BKN250 24/21 A3019 RMK AO2 SLP217 T02390206","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-14T20:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.19","69","73","0.00",,,,"87","30.17","SCT:04 45 BKN:07 250","29.72","10.00","70","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10009/14/19 20:51:01 METAR KRDU 150151Z 00000KT 10SM SCT045 BKN250 23/21 A3019 RMK AO2 SLP217 T02280206","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-14T21:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","69","72","0.00",,"+0.01","6","91","30.17","FEW:02 45 SCT:04 250","29.71","10.00","70","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10609/14/19 21:51:01 METAR KRDU 150251Z 00000KT 10SM FEW045 SCT250 22/21 A3018 RMK AO2 SLP216 T02220206 56003","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-14T22:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","68","70","0.00",,,,"93","30.16","FEW:02 45 SCT:04 250","29.71","10.00","69","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10009/14/19 22:51:02 METAR KRDU 150351Z 00000KT 10SM FEW045 SCT250 21/20 A3018 RMK AO2 SLP215 T02110200","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-14T23:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","68","70","0.00",,,,"93","30.16","FEW:02 45 SCT:04 250","29.70","10.00","69","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11009/14/19 23:51:02 METAR KRDU 150451Z 00000KT 10SM FEW045 SCT250 21/20 A3017 RMK AO2 SLP213 T02110200 402830206","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-14T23:59:00","SOD  ","6",,,,,,,,,,,,,,,"67","76","78","30.22","29.78","70","3.8","11","3.0","0","83","69","150","16","0.00","0","0.0","110","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 8324 HR MIN TEMP (F): 69AVERAGE STATION PRESSURE:29.775 MINIMUM SEA LEVEL PRESSURE:30.16 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 16 PEAK WIND DIR (DEG):150 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH):  8FASTEST 2MIN DIR (DEG):110 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 3.8 24 HR AVG TEMP (F): 76DEPART FROM NORMAL:  3  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 11 LATEST DAY MAX TEMP (0700-1900 LST):83  LATEST NIGHT MIN TEMP(1900-0800 LST):69 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0557","1824",,"2009-07-08"
"72306013722","2019-09-15T00:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","68","70","0.00",,"+0.01","5","93","30.16","SCT:04 250","29.71","10.00","69","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11709/15/19 00:51:02 METAR KRDU 150551Z 00000KT 10SM SCT250 21/20 A3018 RMK AO2 SLP214 T02110200 10244 20211 55003 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T01:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68","70",,,"+0.01","5","93","30.16",,"29.72","9.94","69","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072306 32966 40000 10211 20200 30063 40214 55003 90551 333 10244 20206 555 91506=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T01:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","68","70","0.00",,,,"93","30.15","SCT:04 250","29.70","10.00","69","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09909/15/19 01:51:02 METAR KRDU 150651Z 00000KT 10SM SCT250 21/20 A3017 RMK AO2 SLP210 T02110200 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T02:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.16","68","69","0.00",,,,"96","30.14","SCT:04 250","29.69","7.00","68","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/15/19 02:51:02 METAR KRDU 150751Z 00000KT 7SM SCT250 21/20 A3016 RMK AO2 SLP208 T02060200 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T03:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","67","68","0.00","BR:1 ||","+0.02","6","96","30.14","SCT:04 250","29.68","4.00","67","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10709/15/19 03:51:02 METAR KRDU 150851Z 00000KT 4SM BR SCT250 20/19 A3015 RMK AO2 SLP206 T02000194 56007 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T04:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.16","67","67","0.00","BR:1 ||",,,"100","30.14","SCT:04 250","29.69","6.00","67","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11909/15/19 04:51:02 METAR KRDU 150951Z 00000KT 6SM BR SCT250 19/19 A3016 RMK AO2 VIS 2 1/2 RWY 23R SLP207 T01940194 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T05:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.16","67","67","0.00",,,,"100","30.15","FEW:02 250","29.69","10.00","67","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09909/15/19 05:51:02 METAR KRDU 151051Z 00000KT 10SM FEW250 19/19 A3016 RMK AO2 SLP210 T01940194 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T06:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","68","69","0.00",,"-0.02","3","96","30.16","FEW:02 250","29.71","10.00","68","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11609/15/19 06:51:02 METAR KRDU 151151Z 00000KT 10SM FEW250 21/20 A3018 RMK AO2 SLP214 T02060200 10217 20194 53008 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T07:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68","69",,,"-0.02","3","96","30.16",,"29.72","9.94","68","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072306 32966 20000 10206 20200 30063 40214 53008 91151 333 10283 20194 555 91512=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T07:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","71","75","0.00",,,,"88","30.16","FEW:02 250","29.71","10.00","72","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/15/19 07:51:02 METAR KRDU 151251Z 00000KT 10SM FEW250 24/22 A3018 RMK AO2 SLP213 T02390217 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T08:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","69","79","0.00",,,,"72","30.16","FEW:02 250","29.71","10.00","72","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/15/19 08:51:02 METAR KRDU 151351Z 00000KT 10SM FEW250 26/21 A3018 RMK AO2 SLP215 T02610206 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T09:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","69","82","0.00",,"+0.01","8","65","30.16","FEW:02 27 FEW:02 250","29.70","10.00","73","130",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11109/15/19 09:51:02 METAR KRDU 151451Z 13005KT 10SM FEW027 FEW250 28/21 A3017 RMK AO2 SLP212 T02780206 58002 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T10:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.16","68","82","0.00",,,,"63","30.14","BKN:07 31","29.69","10.00","73","VRB",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/15/19 10:51:02 METAR KRDU 151551Z VRB05KT 10SM BKN031 28/20 A3016 RMK AO2 SLP208 T02780200 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T11:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","68","82","0.00",,,,"63","30.14","SCT:04 35 BKN:07 50","29.68","10.00","73","060",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10509/15/19 11:51:02 METAR KRDU 151651Z 06003KT 10SM SCT035 BKN050 28/20 A3015 RMK AO2 SLP206 T02780200 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T12:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.13","69","86","0.00",,"+0.04","8","57","30.12","FEW:02 35 BKN:07 55","29.66","10.00","74","090",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12309/15/19 12:51:02 METAR KRDU 151751Z 09007KT 10SM FEW035 BKN055 30/21 A3013 RMK AO2 SLP200 T03000206 10300 20206 58012 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T13:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69","86",,,"+0.04","8","57","30.12","41","29.67","9.94","74","090",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072306 32666 60907 10300 20206 30047 40200 58012 91751 333 10300 20206 555 91518=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T13:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","69","84","0.00",,,,"61","30.10","BKN:07 35 BKN:07 60","29.64","10.00","74","050",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10509/15/19 13:51:02 METAR KRDU 151851Z 05006KT 10SM BKN035 BKN060 29/21 A3011 RMK AO2 SLP193 T02890206 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T14:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","69","85","0.00",,,,"59","30.08","SCT:04 33 BKN:07 50 BKN:07 70","29.62","10.00","74","070",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11209/15/19 14:51:02 METAR KRDU 151951Z 07005KT 10SM SCT033 BKN050 BKN070 29/21 A3009 RMK AO2 SLP185 T02940206 (HA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T15:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","69","85","0.00",,"+0.05","6","59","30.07","SCT:04 37 BKN:07 65","29.61","10.00","74","050",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11109/15/19 15:51:02 METAR KRDU 152051Z 05007KT 10SM SCT037 BKN065 29/21 A3008 RMK AO2 SLP182 T02940206 56017 (HA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T16:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","69","84","0.00",,,,"61","30.07","FEW:02 41 SCT:04 60 BKN:07 250","29.61","10.00","74","060",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11209/15/19 16:51:02 METAR KRDU 152151Z 06006KT 10SM FEW041 SCT060 BKN250 29/21 A3008 RMK AO2 SLP182 T02890206 (HA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T17:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","69","83","0.00",,,,"63","30.07","FEW:02 41 BKN:07 250","29.61","10.00","74","090",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10509/15/19 17:51:02 METAR KRDU 152251Z 09004KT 10SM FEW041 BKN250 28/21 A3008 RMK AO2 SLP182 T02830206 (HA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T18:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","70","80","0.00",,"0.00","4","71","30.07","FEW:02 40 BKN:07 250","29.61","10.00","73","090",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12309/15/19 18:51:02 METAR KRDU 152351Z 09003KT 10SM FEW040 BKN250 27/21 A3008 RMK AO2 SLP182 T02670211 10300 20261 54000 (HA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T19:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70","80",,,"0.00","4","71","30.07","41","29.62","9.94","73","090",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072306 32666 60903 10267 20211 30030 40182 54000 92351 333 10300 20194 555 91600=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T19:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","71","75","0.00",,,,"88","30.07","FEW:02 40 BKN:07 250","29.62","9.00","72","040",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09909/15/19 19:51:01 METAR KRDU 160051Z 04003KT 9SM FEW040 BKN250 24/22 A3009 RMK AO2 SLP184 T02390217","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T20:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","70","73","0.00",,,,"90","30.08","BKN:07 250","29.62","9.00","71","030",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09209/15/19 20:51:01 METAR KRDU 160151Z 03003KT 9SM BKN250 23/21 A3009 RMK AO2 SLP185 T02280211","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T21:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","70","73","0.00",,"-0.01","1","90","30.08","BKN:07 250","29.62","10.00","71","060",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09909/15/19 21:51:01 METAR KRDU 160251Z 06004KT 10SM BKN250 23/21 A3009 RMK AO2 SLP185 T02280211 51003","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T22:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","70","74","0.00",,,,"88","30.08","SCT:04 250","29.63","10.00","71","070",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09309/15/19 22:51:01 METAR KRDU 160351Z 07005KT 10SM SCT250 23/21 A3010 RMK AO2 SLP187 T02330211","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T23:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","70","74","0.00",,,,"88","30.08","SCT:04 250","29.62","10.00","71","090",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10309/15/19 23:51:01 METAR KRDU 160451Z 09005KT 10SM SCT250 23/21 A3009 RMK AO2 SLP185 T02330211 403000194","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-15T23:59:00","SOD  ","6",,,,,,,,,,,,,,,"69","77","79","30.12","29.67","71","3.4","12","4.4","0","86","67","130","19","0.00","0","0.0","030","10","BR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD75624 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):1  24 HR MAX TEMP (F): 8624 HR MIN TEMP (F): 67AVERAGE STATION PRESSURE:29.665 MINIMUM SEA LEVEL PRESSURE:30.07 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 19 PEAK WIND DIR (DEG):130 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 10FASTEST 2MIN DIR (DEG): 30 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 3.4 24 HR AVG TEMP (F): 77DEPART FROM NORMAL:  5  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 12 LATEST DAY MAX TEMP (0700-1900 LST):86  LATEST NIGHT MIN TEMP(1900-0800 LST):67 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0557","1823",,"2009-07-08"
"72306013722","2019-09-16T00:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","70","72","0.00",,"+0.01","8","94","30.07","FEW:02 250","29.62","9.00","71","080",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11609/16/19 00:51:02 METAR KRDU 160551Z 08003KT 9SM FEW250 22/21 A3009 RMK AO2 SLP183 T02220211 10267 20222 58002 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-16T01:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70","72",,,"+0.01","8","94","30.07",,"29.63","8.70","71","080",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072306 32964 20803 10222 20211 30033 40183 58002 90551 333 10267 20194 555 91606=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-16T01:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","70","71","0.00",,,,"96","30.06","FEW:02 250","29.61","8.00","70","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/16/19 01:51:02 METAR KRDU 160651Z 00000KT 8SM FEW250 22/21 A3008 RMK AO2 SLP181 T02170211 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2019-09-16T02:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.07","69","70","0.00",,,,"97","30.05","FEW:02 250","29.60","10.00","69","340",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09909/16/19 02:51:02 METAR KRDU 160751Z 34003KT 10SM FEW250 21/21 A3007 RMK AO2 SLP177 T02110206 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
